10,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,591
11,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
12,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
13,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
14,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
15,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
16,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
17,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
18,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,42
19,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,30
20,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,61
21,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
22,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
23,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
24,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,17
25,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
26,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,38
27,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
28,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
29,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,9
30,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
31,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
32,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
33,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
34,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
35,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
36,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
37,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
38,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
39,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
40,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,6
41,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
42,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,6
43,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
44,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,6
45,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
46,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
47,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
48,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
49,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
50,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
51,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
52,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
53,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
54,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
55,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
56,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
57,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
58,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
59,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
60,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,31
61,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,171
62,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,239
63,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
64,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
65,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
66,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,9
67,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
68,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
69,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
70,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,22
71,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
72,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
73,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
74,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
75,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,51
76,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
77,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
78,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
79,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,33
80,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
81,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
82,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
83,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
84,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,4
85,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,8
86,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
87,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
88,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,9
89,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
90,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
91,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
92,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
93,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
94,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
95,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
96,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
97,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
98,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,7
99,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
100,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
101,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
102,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
103,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,5
104,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
105,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
106,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
107,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
108,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
109,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,13
110,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
111,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
112,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,11
113,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
114,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
115,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
116,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,12
117,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
118,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
119,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,35
120,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
121,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,19
122,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,21
123,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
124,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
125,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,20
126,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
127,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,22
128,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,14
129,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,10
130,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,17
131,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
132,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,52
133,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,17
134,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,16
135,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,15
